Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2016,2016 HWC,Adequate Health Insurance,Minnesota,47,73.5,-1.32,76.4,70.6,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Missouri,18,78.1,0.71,80.6,75.5,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Mississippi,25,77.6,0.49,80.7,74.6,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Montana,39,75.3,-0.53,78.2,72.5,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,North Carolina,30,77.2,0.31,80.2,74.2,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,North Dakota,34,76.2,-0.13,79.1,73.2,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Nebraska,44,74.4,-0.93,77.1,71.6,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,New Hampshire,20,78,0.66,80.5,75.6,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,New Jersey,47,73.5,-1.32,76.4,70.7,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,New Mexico,4,80.4,1.72,83.2,77.5,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Nevada,49,72.9,-1.59,76.4,69.5,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,New York,37,75.7,-0.35,78.2,73.2,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Ohio,18,78.1,0.71,80.8,75.3,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Oklahoma,7,79.9,1.5,82.7,77.2,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Oregon,43,74.7,-0.79,77.5,72,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Pennsylvania,3,80.9,1.94,83.6,78.1,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Rhode Island,10,79.4,1.28,81.9,76.9,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,South Carolina,41,75.2,-0.57,78.1,72.3,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,South Dakota,11,78.8,1.02,81.3,76.4,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Tennessee,6,80,1.55,82.7,77.3,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Texas,42,75,-0.66,78.2,71.8,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Utah,28,77.5,0.44,80.2,74.8,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Virginia,11,78.8,1.02,81.5,76,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Vermont,1,81.9,2,84.2,79.6,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Washington,8,79.6,1.37,82.3,76.9,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Wisconsin,39,75.3,-0.53,78,72.5,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,West Virginia,16,78.2,0.75,80.7,75.7,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adequate Health Insurance,Wyoming,46,73.6,-1.28,76.5,70.7,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Alaska,38,77.2,-0.72,82.3,72.1,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Alabama,32,78.7,-0.48,83.2,74.2,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,United States,,81.7,,82.7,80.7,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Arkansas,35,77.7,-0.64,82.3,73.2,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Arizona,42,75.8,-0.95,80.9,70.7,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,California,44,75.1,-1.06,80.2,70.1,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Colorado,16,84.7,0.48,89.1,80.2,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Connecticut,2,91.5,1.57,94.2,88.9,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,District of Columbia,,89.9,,94.4,85.5,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Delaware,10,86.6,0.79,90.7,82.5,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Florida,30,80.2,-0.24,84.8,75.5,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Georgia,39,77,-0.75,82.1,72,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Hawaii,25,82.2,0.08,86.2,78.3,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Iowa,17,84.5,0.45,88.2,80.8,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Idaho,50,65.7,-2,71.7,59.6,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Illinois,7,88.7,1.12,92.1,85.4,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Indiana,23,82.5,0.13,86.8,78.2,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Kansas,19,83.4,0.27,87.8,79,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Kentucky,21,83.3,0.26,87.1,79.4,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Louisiana,33,78.5,-0.51,83.3,73.7,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Massachusetts,3,91,1.49,94.1,87.8,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Maryland,14,85.2,0.56,89.4,81,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Maine,11,86.3,0.74,89.8,82.7,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Michigan,13,85.6,0.63,89.3,81.8,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Minnesota,37,77.3,-0.71,81.8,72.9,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Missouri,22,83.2,0.24,87.1,79.3,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Mississippi,40,76.2,-0.88,81.3,71.2,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Montana,43,75.4,-1.01,79.8,71,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,North Carolina,34,78.2,-0.56,83.5,72.9,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,North Dakota,30,80.2,-0.24,84.9,75.6,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Nebraska,19,83.4,0.27,87.4,79.4,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,New Hampshire,7,88.7,1.12,92.3,85.1,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,New Jersey,1,93.3,1.86,96,90.6,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,New Mexico,36,77.6,-0.66,82.9,72.4,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Nevada,49,67.3,-2,73.1,61.6,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,New York,4,90.7,1.44,93.9,87.5,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Ohio,18,83.7,0.32,87.8,79.6,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Oklahoma,45,74.3,-1.19,79.3,69.2,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Oregon,46,74.2,-1.2,78.7,69.7,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Pennsylvania,9,86.9,0.83,90.8,83.1,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Rhode Island,6,89.3,1.22,92.9,85.7,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,South Carolina,24,82.3,0.1,86.5,78.2,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,South Dakota,47,72.6,-1.46,77.4,67.7,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Tennessee,12,85.9,0.67,89.8,81.9,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Texas,28,81,-0.11,86.1,75.9,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Utah,48,69.2,-2,74.3,64,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Virginia,26,81.5,-0.03,86.1,76.9,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Vermont,5,90.2,1.36,93,87.4,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Washington,41,76.1,-0.9,81.3,70.9,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Wisconsin,29,80.8,-0.14,85,76.7,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,West Virginia,15,85,0.53,88.6,81.4,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adolescent Well-Visit,Wyoming,27,81.1,-0.1,85.4,76.8,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adverse Childhood Experiences,Alaska,33,25.8,0.82,28.8,22.8,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adverse Childhood Experiences,Alabama,37,26.6,1.02,29.7,23.6,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adverse Childhood Experiences,United States,,22.6,,23.2,22,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adverse Childhood Experiences,Arkansas,42,28.4,1.49,31.6,25.2,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adverse Childhood Experiences,Arizona,49,31.1,2,34.4,27.8,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adverse Childhood Experiences,California,4,18.2,-1.13,20.9,15.4,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adverse Childhood Experiences,Colorado,9,19.9,-0.69,22.8,17,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
2016,2016 HWC,Adverse Childhood Experiences,Connecticut,2,16.9,-1.46,19.3,14.6,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2011-2012
