Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2013,2013 Annual,All Determinants,Alabama,46,-0.449,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,United States,,,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Arkansas,50,-0.627,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Arizona,29,0.002,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,California,21,0.227,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Colorado,8,0.39,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Connecticut,4,0.504,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,District of Columbia,,,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Delaware,31,-0.062,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Florida,32,-0.126,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Georgia,40,-0.298,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Hawaii,2,0.597,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Iowa,22,0.163,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Idaho,15,0.304,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Illinois,30,-0.062,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Indiana,41,-0.342,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Kansas,27,0.025,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Kentucky,44,-0.425,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Louisiana,49,-0.611,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Massachusetts,3,0.575,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Maryland,20,0.228,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Maine,12,0.327,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Michigan,33,-0.13,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Minnesota,7,0.404,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Missouri,38,-0.264,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Mississippi,48,-0.593,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Montana,23,0.148,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,North Carolina,34,-0.177,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,North Dakota,11,0.332,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Nebraska,17,0.252,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,New Hampshire,5,0.495,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,New Jersey,10,0.353,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,New Mexico,35,-0.206,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Nevada,39,-0.289,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,New York,14,0.312,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Ohio,37,-0.255,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Oklahoma,43,-0.415,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Oregon,9,0.367,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Pennsylvania,28,0.004,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Rhode Island,13,0.32,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,South Carolina,47,-0.516,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,South Dakota,25,0.062,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Tennessee,42,-0.349,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Texas,36,-0.247,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Utah,6,0.43,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Virginia,18,0.244,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Vermont,1,0.698,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Washington,16,0.283,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Wisconsin,24,0.141,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,West Virginia,45,-0.433,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Determinants,Wyoming,19,0.233,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Alaska,5,0.222,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Alabama,50,-0.373,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,United States,,,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Arkansas,46,-0.266,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Arizona,27,0.018,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,California,21,0.083,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Colorado,10,0.175,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Connecticut,15,0.145,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,District of Columbia,,,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Delaware,35,-0.035,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Florida,37,-0.084,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Georgia,32,-0.018,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Hawaii,2,0.323,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Iowa,13,0.155,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Idaho,16,0.139,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Illinois,34,-0.034,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Indiana,41,-0.144,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Kansas,20,0.097,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Kentucky,47,-0.29,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Louisiana,44,-0.233,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Massachusetts,14,0.15,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Maryland,24,0.048,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Maine,25,0.039,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Michigan,38,-0.088,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Minnesota,1,0.326,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Missouri,39,-0.109,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Mississippi,49,-0.3,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Montana,17,0.13,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,North Carolina,36,-0.07,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,North Dakota,4,0.225,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Nebraska,8,0.208,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,New Hampshire,7,0.208,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,New Jersey,9,0.178,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,New Mexico,26,0.031,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Nevada,31,-0.005,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,New York,23,0.059,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Ohio,42,-0.152,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Oklahoma,45,-0.251,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Oregon,22,0.059,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Pennsylvania,33,-0.026,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Rhode Island,30,-0.003,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,South Carolina,40,-0.119,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,South Dakota,6,0.222,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Tennessee,43,-0.23,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Texas,29,-0.003,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Utah,3,0.265,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Virginia,28,0.015,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Vermont,12,0.17,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Washington,19,0.12,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Wisconsin,11,0.171,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,West Virginia,48,-0.293,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,All Outcomes,Wyoming,18,0.123,,,,America's Health Rankings composite measure,2013
2013,2013 Annual,Asthma,Alabama,17,8.6,-0.27,9.4,7.7,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Alaska,28,9,0.09,10.2,7.8,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Arizona,17,8.6,-0.27,9.6,7.6,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Arkansas,23,8.8,-0.09,9.8,7.7,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,California,23,8.8,-0.09,9.5,8.2,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Colorado,25,8.9,0,9.6,8.2,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Connecticut,36,9.9,0.89,10.9,9,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Delaware,36,9.9,0.89,11.1,8.8,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Florida,12,8.2,-0.62,9.2,7.2,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Georgia,12,8.2,-0.62,9.1,7.2,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Hawaii,25,8.9,0,9.9,7.9,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Idaho,15,8.5,-0.36,9.7,7.3,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Illinois,15,8.5,-0.36,9.6,7.4,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Indiana,31,9.1,0.18,9.8,8.3,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Iowa,10,8.1,-0.71,8.9,7.2,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Kansas,14,8.4,-0.45,9.1,7.7,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Kentucky,49,11.1,1.96,12,10.1,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Louisiana,2,7.4,-1.34,8.3,6.5,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Maine,49,11.1,1.96,11.9,10.3,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Maryland,28,9,0.09,9.9,8.1,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Massachusetts,46,10.8,1.7,11.5,10.2,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Michigan,43,10.5,1.43,11.3,9.6,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Minnesota,9,8,-0.8,8.6,7.3,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Mississippi,10,8.1,-0.71,9,7.3,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Missouri,42,10.4,1.34,11.5,9.3,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Montana,34,9.5,0.54,10.3,8.6,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Nebraska,2,7.4,-1.34,7.9,6.9,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Nevada,2,7.4,-1.34,8.4,6.3,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,New Hampshire,39,10.2,1.16,11.3,9.2,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,New Jersey,20,8.7,-0.18,9.4,8,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,New Mexico,32,9.2,0.27,10,8.5,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,New York,33,9.3,0.36,10.3,8.3,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,North Carolina,7,7.7,-1.07,8.3,7,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,North Dakota,6,7.6,-1.16,8.6,6.6,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Ohio,43,10.5,1.43,11.2,9.7,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Oklahoma,39,10.2,1.16,11,9.3,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Oregon,45,10.6,1.52,11.8,9.5,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Pennsylvania,38,10.1,1.07,10.8,9.4,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Rhode Island,46,10.8,1.7,11.9,9.6,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,South Carolina,20,8.7,-0.18,9.4,7.9,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,South Dakota,5,7.5,-1.25,8.4,6.5,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Tennessee,7,7.7,-1.07,8.6,6.8,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Texas,1,6.8,-1.87,7.6,6.1,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Utah,25,8.9,0,9.5,8.2,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Vermont,48,10.9,1.78,12,9.8,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Virginia,20,8.7,-0.18,9.6,7.9,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Washington,35,9.7,0.71,10.3,9.1,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,West Virginia,39,10.2,1.16,11.2,9.2,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Wisconsin,17,8.6,-0.27,9.7,7.4,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,Wyoming,28,9,0.09,10.2,7.8,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,District of Columbia,,10.3,,11.9,8.6,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma,United States,,8.9,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Alabama,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Alaska,,8.2,,11.2,5.1,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Arizona,,7.1,,10.8,3.3,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Arkansas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,California,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Colorado,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Connecticut,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Delaware,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Florida,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Georgia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Hawaii,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Idaho,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Illinois,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Indiana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Iowa,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Kansas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Kentucky,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Louisiana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Maine,,12.4,,19.1,5.7,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Maryland,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2012
2013,2013 Annual,Asthma - American Indian/Alaska Native,Massachusetts,,27.6,,40.3,14.9,"CDC, Behavioral Risk Factor Surveillance System",2012
