Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2009,2009 Annual,Air Pollution,Michigan,34,12.1,0.16,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Minnesota,13,8.6,-1.24,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Mississippi,29,11.4,-0.12,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Missouri,33,11.9,0.08,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Montana,8,7.7,-1.6,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Nebraska,10,8,-1.48,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Nevada,15,9,-1.08,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,New Hampshire,14,8.8,-1.16,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,New Jersey,39,12.8,0.44,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,New Mexico,4,6.5,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,New York,30,11.5,-0.08,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,North Carolina,36,12.6,0.36,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,North Dakota,3,5.6,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Ohio,44,13.4,0.68,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Oklahoma,22,10.5,-0.48,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Oregon,11,8.1,-1.44,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Pennsylvania,47,13.9,0.88,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Rhode Island,21,10.1,-0.64,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,South Carolina,36,12.6,0.36,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,South Dakota,6,7.5,-1.68,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Tennessee,40,13,0.52,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Texas,26,11,-0.28,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Utah,22,10.5,-0.48,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Vermont,11,8.1,-1.44,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Virginia,34,12.1,0.16,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Washington,17,9.1,-1.04,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,West Virginia,46,13.6,0.76,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Wisconsin,27,11.3,-0.16,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,Wyoming,2,5.3,-2,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,United States,,11.7,,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,Air Pollution,District of Columbia,,11.7,,,,"U.S. Environmental Protection Agency; U.S. Census Bureau, Annual Estimates of the Resident Population",2006-2008
2009,2009 Annual,All Determinants,Alaska,34,-0.121,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Arizona,27,-0.037,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Arkansas,41,-0.264,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,California,24,0.134,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Alabama,43,-0.306,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Colorado,9,0.407,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Connecticut,6,0.525,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Delaware,32,-0.098,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Florida,35,-0.122,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Georgia,47,-0.404,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Hawaii,5,0.596,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Idaho,12,0.347,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Illinois,33,-0.109,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Indiana,38,-0.201,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Iowa,18,0.237,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Kansas,25,0.121,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Kentucky,40,-0.257,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Louisiana,45,-0.362,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Maine,8,0.439,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Maryland,16,0.282,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Massachusetts,4,0.63,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Michigan,30,-0.087,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Minnesota,7,0.477,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Mississippi,50,-0.479,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Missouri,37,-0.185,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Montana,23,0.139,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Nebraska,21,0.217,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Nevada,49,-0.451,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,New Hampshire,3,0.645,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,New Jersey,17,0.244,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,New Mexico,31,-0.096,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,New York,26,0.021,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,North Carolina,36,-0.168,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,North Dakota,19,0.229,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Ohio,29,-0.053,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Oklahoma,47,-0.404,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Oregon,14,0.327,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Pennsylvania,28,-0.046,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Rhode Island,10,0.399,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,South Carolina,46,-0.363,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,South Dakota,15,0.298,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Tennessee,42,-0.29,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Texas,44,-0.359,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,United States,,,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Utah,2,0.743,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Vermont,1,0.829,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Virginia,20,0.225,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Washington,13,0.328,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,West Virginia,39,-0.23,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Wisconsin,11,0.377,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,Wyoming,22,0.193,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Determinants,District of Columbia,,,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Alaska,27,0.041,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Arizona,22,0.117,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Arkansas,43,-0.14,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,California,19,0.143,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Colorado,13,0.199,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Connecticut,5,0.261,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Delaware,32,0.02,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Florida,41,-0.071,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Georgia,40,-0.062,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Hawaii,2,0.288,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Idaho,15,0.168,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Illinois,24,0.067,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Indiana,34,0.004,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Iowa,6,0.259,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Kansas,23,0.114,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Kentucky,47,-0.19,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Louisiana,46,-0.181,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Maine,21,0.12,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Maryland,33,0.008,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Alabama,49,-0.234,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Massachusetts,3,0.267,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Michigan,29,0.029,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Minnesota,1,0.341,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Mississippi,50,-0.31,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Missouri,39,-0.053,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Montana,28,0.04,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Nebraska,4,0.264,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Nevada,37,-0.035,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,New Hampshire,8,0.241,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,New Jersey,16,0.16,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,New Mexico,30,0.025,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,New York,10,0.213,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,North Carolina,38,-0.038,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,North Dakota,14,0.182,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Ohio,36,-0.031,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Oklahoma,44,-0.167,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Oregon,12,0.202,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Pennsylvania,30,0.025,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Rhode Island,18,0.158,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,South Carolina,42,-0.124,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,South Dakota,35,-0.003,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Tennessee,45,-0.179,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Texas,26,0.049,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,United States,,,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Utah,7,0.257,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Vermont,9,0.226,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Virginia,25,0.057,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Washington,11,0.207,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,West Virginia,48,-0.23,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Wisconsin,17,0.159,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,Wyoming,20,0.131,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,All Outcomes,District of Columbia,,,,,,America's Health Rankings composite measure,2009
2009,2009 Annual,Binge Drinking,Alabama,6,11.4,-1.38,13.1,9.7,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Alaska,37,17.6,0.61,20.3,14.9,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Arizona,23,15.3,-0.13,17.7,12.9,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Arkansas,7,11.5,-1.35,13,10,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,California,29,16.1,0.13,17.7,14.5,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Colorado,33,16.6,0.29,17.7,15.5,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Connecticut,35,17.3,0.51,19,15.6,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Delaware,45,18.3,0.84,20.6,16,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Florida,16,14,-0.55,15.2,12.6,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Georgia,12,13.2,-0.8,14.9,11.5,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Hawaii,43,18.1,0.77,19.7,16.5,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Idaho,16,14,-0.55,15.6,12.4,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Illinois,47,19.4,1.19,21.1,17.7,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Indiana,25,15.8,0.03,17.6,14,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Iowa,48,20.1,1.41,21.6,18.6,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Kansas,18,14.1,-0.51,15.3,12.9,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Kentucky,4,10.1,-1.8,11.5,8.7,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Louisiana,14,13.4,-0.74,14.7,12.2,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Maine,25,15.8,0.03,17.2,14.4,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Maryland,12,13.2,-0.8,14.4,12,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Massachusetts,37,17.6,0.61,18.7,16.6,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Michigan,43,18.1,0.77,19.5,16.7,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Minnesota,34,17.2,0.48,19,15.4,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Mississippi,5,11.1,-1.48,12.3,9.9,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Missouri,25,15.8,0.03,17.6,14,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Montana,36,17.4,0.55,19,15.8,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Nebraska,46,18.6,0.93,20.4,16.8,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Nevada,41,17.9,0.71,19.8,16,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,New Hampshire,28,16,0.1,17.4,14.6,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,New Jersey,15,13.8,-0.61,15.1,12.4,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,New Mexico,8,11.9,-1.22,13.3,10.5,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,New York,20,14.9,-0.26,16.3,13.5,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,North Carolina,10,12.6,-1,13.6,11.6,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,North Dakota,49,22.4,2,24.2,20.6,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Ohio,31,16.4,0.23,17.6,15.2,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Oklahoma,9,12.3,-1.09,13.5,11.1,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Oregon,19,14.3,-0.45,15.9,12.7,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Pennsylvania,32,16.5,0.26,17.9,15.1,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Rhode Island,42,18,0.74,20,16,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,South Carolina,11,13.1,-0.84,14.4,11.8,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,South Dakota,37,17.6,0.61,19.2,16,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Tennessee,3,9.8,-1.9,11.7,7.9,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Texas,22,15.1,-0.19,16.3,13.8,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Utah,1,9,-2,10.4,7.6,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Vermont,37,17.6,0.61,19,16.2,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Virginia,21,15,-0.23,17.1,12.9,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Washington,24,15.5,-0.06,16.3,14.7,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,West Virginia,2,9.3,-2,10.5,8.1,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Wisconsin,50,23.1,2,24.9,21.3,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,Wyoming,29,16.1,0.13,17.5,14.7,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,United States,,15.7,,,,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Binge Drinking,District of Columbia,,17,,18.8,15.2,"CDC, Behavioral Risk Factor Surveillance System",2008
2009,2009 Annual,Cancer Deaths,Michigan,34,201.1,0.58,202.7,199.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2005-2007
2009,2009 Annual,Cancer Deaths,Minnesota,9,181.2,-0.62,183.3,179.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2005-2007
2009,2009 Annual,Cancer Deaths,Mississippi,47,217.7,1.57,220.8,214.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2005-2007
2009,2009 Annual,Cancer Deaths,Missouri,38,206.3,0.89,208.4,204.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2005-2007
2009,2009 Annual,Cancer Deaths,Montana,20,190.7,-0.05,195.5,185.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2005-2007
2009,2009 Annual,Cancer Deaths,Nebraska,16,187.3,-0.25,190.9,183.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2005-2007
2009,2009 Annual,Cancer Deaths,Nevada,25,194,0.15,197.3,190.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2005-2007
2009,2009 Annual,Cancer Deaths,New Hampshire,30,196.2,0.28,200.5,191.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2005-2007
2009,2009 Annual,Cancer Deaths,New Jersey,27,194.3,0.17,196,192.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2005-2007
2009,2009 Annual,Cancer Deaths,New Mexico,5,170.1,-1.29,173.5,166.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2005-2007
2009,2009 Annual,Cancer Deaths,New York,8,178.3,-0.79,179.4,177.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2005-2007
2009,2009 Annual,Cancer Deaths,North Carolina,35,202.6,0.67,204.3,200.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2005-2007
2009,2009 Annual,Cancer Deaths,North Dakota,13,184.4,-0.43,190.1,178.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2005-2007
2009,2009 Annual,Cancer Deaths,Ohio,42,210.2,1.12,211.7,208.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2005-2007
